text,intent,response
"Which foods reduce risk of diabetes?",nutrition_advice,"Whole grains, vegetables, fruits, legumes, nuts, and low-glycemic foods help reduce diabetes risk."
"Is eating avocado healthy?",nutrition_advice,"Yes, avocado provides healthy fats, fiber, and vitamins beneficial for heart and overall health."
"What foods are rich in potassium?",nutrition_advice,"Bananas, oranges, potatoes, spinach, beans, and yogurt are high in potassium."
"Can you suggest foods to increase focus?",nutrition_advice,"Fatty fish, nuts, seeds, berries, dark chocolate, and whole grains enhance concentration."
"Which foods help in muscle recovery?",nutrition_advice,"Protein-rich foods, complex carbs, and antioxidant-rich fruits and vegetables aid muscle recovery."
"What are healthy packed lunch ideas?",nutrition_advice,"Whole grain sandwiches, salads with protein, fruits, nuts, and yogurt are nutritious packed lunches."
"Is drinking alcohol harmful to health?",nutrition_advice,"Excessive alcohol is harmful; moderate consumption may be safe for some adults."
"Which foods help reduce fatigue?",nutrition_advice,"Complex carbs, lean protein, fruits, nuts, and plenty of water help reduce fatigue."
"What foods should I eat to gain healthy weight?",nutrition_advice,"Nuts, seeds, whole grains, dairy, lean proteins, and healthy fats support healthy weight gain."
"How can I manage stress effectively?",mental_health,"Practice mindfulness, exercise regularly, maintain a healthy routine, and take breaks to relax."
"What are simple ways to reduce anxiety?",mental_health,"Deep breathing, meditation, light exercise, and grounding techniques can help reduce anxiety."
"Can meditation help me focus better?",mental_health,"Yes, regular meditation improves concentration, mental clarity, and reduces stress."
"How do I deal with loneliness?",mental_health,"Connect with friends or family, join groups or hobbies, and consider talking to a counselor if needed."
"Is music therapy useful for mental health?",mental_health,"Yes, listening to or playing music can reduce stress, improve mood, and enhance emotional well-being."
"How can I prevent burnout at work?",mental_health,"Set boundaries, take regular breaks, delegate tasks, and practice stress management techniques."
"Does deep breathing reduce stress?",mental_health,"Yes, deep breathing activates relaxation responses and lowers stress levels."
"What natural ways improve sleep quality?",mental_health,"Maintain a sleep schedule, avoid screens before bed, practice relaxation, and limit caffeine."
"How can I manage pressure at work?",mental_health,"Prioritize tasks, take breaks, delegate, and use stress-relief techniques like meditation."
"Does exercise improve memory?",mental_health,"Yes, regular physical activity enhances brain function and memory retention."
"What tips can boost concentration?",mental_health,"Eliminate distractions, take short breaks, practice mindfulness, and maintain a healthy diet."
"How can I improve mental clarity?",mental_health,"Sleep well, stay hydrated, exercise regularly, and engage in mental exercises like puzzles."
"Are relaxation techniques good for the mind?",mental_health,"Yes, techniques like meditation, yoga, and deep breathing reduce stress and improve mental health."
"How do I stop overthinking?",mental_health,"Practice mindfulness, focus on problem-solving, journal your thoughts, and engage in calming activities."
"Can journaling reduce stress?",mental_health,"Yes, writing down thoughts and feelings helps process emotions and reduce stress."
"What are effective ways to fight depression?",mental_health,"Seek professional help, stay connected with loved ones, exercise, and practice mindfulness."
"Can hobbies help with mental health?",mental_health,"Yes, hobbies provide joy, reduce stress, and improve overall well-being."
"Is talking to friends good for mental health?",mental_health,"Yes, sharing feelings with trusted friends can reduce stress and provide emotional support."
"How do I handle negative thoughts?",mental_health,"Challenge negative thoughts, practice gratitude, and engage in positive self-talk."
"Can laughter reduce stress?",mental_health,"Yes, laughter releases endorphins and reduces stress hormones."
"How can I build emotional resilience?",mental_health,"Practice self-care, mindfulness, positive thinking, and learn coping strategies."
"Does sleep affect mental health?",mental_health,"Yes, good quality sleep improves mood, cognitive function, and stress management."
"How to overcome social anxiety?",mental_health,"Gradual exposure, practicing social skills, deep breathing, and professional guidance can help."
"Can gratitude improve mental health?",mental_health,"Yes, practicing gratitude daily enhances mood and reduces stress."
"What are coping skills for stress?",mental_health,"Deep breathing, mindfulness, time management, and physical activity are effective coping skills."
"How to deal with exam anxiety?",mental_health,"Prepare in advance, practice relaxation, get adequate sleep, and take short study breaks."
"Is yoga good for mental health?",mental_health,"Yes, yoga improves flexibility, reduces stress, and promotes emotional balance."
"How can I relax my mind daily?",mental_health,"Meditate, read, take walks, listen to music, or practice deep breathing exercises daily."
"Does spending time in nature help mental health?",mental_health,"Yes, nature exposure reduces stress, improves mood, and boosts focus."
"How to stay calm under pressure?",mental_health,"Practice deep breathing, plan ahead, focus on solutions, and maintain perspective."
"What are relaxation exercises for anxiety?",mental_health,"Progressive muscle relaxation, deep breathing, visualization, and yoga can reduce anxiety."
"Can pets improve mental health?",mental_health,"Yes, pets provide companionship, reduce stress, and improve mood."
"How can I avoid mental exhaustion?",mental_health,"Take regular breaks, prioritize sleep, manage workload, and practice self-care."
"What foods help mental health?",mental_health,"Omega-3 rich foods, fruits, vegetables, nuts, and whole grains support brain health."
"Does staying hydrated affect mental focus?",mental_health,"Yes, adequate hydration improves concentration and cognitive function."
"How to cope with emotional stress?",mental_health,"Talk to someone, journal, practice relaxation techniques, and maintain healthy routines."
"Is deep sleep important for the brain?",mental_health,"Yes, deep sleep supports memory consolidation, emotional regulation, and cognitive function."
"How to manage mood swings naturally?",mental_health,"Regular exercise, sleep, balanced diet, mindfulness, and stress management help regulate moods."
"Can volunteering improve mental health?",mental_health,"Yes, helping others enhances mood, builds social connections, and reduces stress."
"How can I stay positive daily?",mental_health,"Practice gratitude, positive self-talk, mindfulness, and engage in activities you enjoy."
"What are mindfulness exercises?",mental_health,"Meditation, breathing exercises, body scans, and mindful walking are common mindfulness practices."
"How to improve self-confidence?",mental_health,"Set achievable goals, practice self-care, positive affirmations, and celebrate small successes."
"Can affirmations improve mental health?",mental_health,"Yes, positive affirmations can boost self-esteem and reduce negative thinking."
"How to deal with work-life stress?",mental_health,"Set boundaries, prioritize tasks, take breaks, and practice relaxation techniques."
"Can prayer help mental health?",mental_health,"For many, prayer provides comfort, reduces stress, and improves emotional well-being."
"Does limiting screen time reduce stress?",mental_health,"Yes, reducing excessive screen time can improve sleep and reduce mental fatigue."
"How to build healthy thinking patterns?",mental_health,"Practice mindfulness, positive self-talk, and cognitive restructuring techniques."
"Is reading good for mental focus?",mental_health,"Yes, reading enhances concentration, cognitive function, and mental clarity."
"Can writing reduce anxiety?",mental_health,"Yes, journaling helps process thoughts, reduces worry, and promotes relaxation."
"How can I reduce digital fatigue?",mental_health,"Take screen breaks, practice eye exercises, limit multitasking, and stay physically active."
"What habits improve mental strength?",mental_health,"Regular exercise, mindfulness, positive thinking, and healthy social connections strengthen mental resilience."
"Does good posture affect mental health?",mental_health,"Yes, posture affects energy, focus, and can influence mood positively."
"Can coloring or drawing help stress relief?",mental_health,"Yes, creative activities like coloring reduce stress and improve mindfulness."
"How to avoid burnout during studies?",mental_health,"Take breaks, plan study schedules, maintain sleep, and practice relaxation exercises."
